inx,x,y,z,rx,ry,rz,p,v
47,1.008777,1.588367,0.636591,354.2368,192.7988,1.405261,P02,longdress
48,1.004616,1.586308,0.6312948,354.1107,191.8647,1.775935,P02,longdress
49,0.9873242,1.584093,0.6274217,353.8557,191.0151,2.225865,P02,longdress
50,0.9764832,1.582267,0.6229177,353.1763,190.1069,2.623,P02,longdress
51,0.9658211,1.581314,0.6178246,352.5544,189.4032,2.856735,P02,longdress
52,0.9575557,1.581206,0.6120423,352.6569,189.0103,3.036094,P02,longdress
53,0.9498744,1.581685,0.6063637,352.5566,188.6067,3.379536,P02,longdress
54,0.942548,1.582156,0.6006894,352.0551,188.0175,4.009937,P02,longdress
55,0.9376007,1.582228,0.597264,351.8642,187.6412,4.321895,P02,longdress
56,0.9263843,1.582744,0.5907489,352.0858,186.9147,4.678341,P02,longdress
57,0.9171139,1.582786,0.5861681,351.8971,186.0145,4.870234,P02,longdress
58,0.9084755,1.582851,0.5818864,351.3465,184.9874,4.914636,P02,longdress
59,0.9028111,1.582957,0.5774538,350.8829,184.2201,5.058173,P02,longdress
60,0.8929771,1.583092,0.5740613,351.0935,183.5708,5.209224,P02,longdress
61,0.8811643,1.583244,0.571305,351.2997,182.7087,5.105463,P02,longdress
62,0.8755573,1.584403,0.5672472,351.6641,181.7321,4.955003,P02,longdress
63,0.8716654,1.58656,0.5635267,352.277,180.7144,4.821728,P02,longdress
64,0.8658103,1.58885,0.5605152,352.5358,179.8564,4.601652,P02,longdress
65,0.856002,1.590612,0.5580628,352.2038,179.0419,4.169313,P02,longdress
66,0.8408197,1.592467,0.5593505,352.0208,178.3422,3.941461,P02,longdress
67,0.8242482,1.593727,0.5613102,352.1099,177.7327,3.820786,P02,longdress
68,0.8038149,1.594537,0.5639902,352.1363,177.0761,3.60129,P02,longdress
69,0.7948898,1.594644,0.5643742,352.0757,176.5696,3.331972,P02,longdress
70,0.774421,1.595481,0.5657984,352.6411,175.705,2.907369,P02,longdress
71,0.7616317,1.59549,0.5666627,352.8514,175.1038,2.589979,P02,longdress
72,0.7484334,1.594369,0.5681582,352.5986,174.5497,2.323346,P02,longdress
73,0.7343361,1.592986,0.5706129,352.7007,173.8967,2.156339,P02,longdress
74,0.720046,1.59175,0.5735344,352.9293,173.3271,2.02469,P02,longdress
75,0.7055798,1.590671,0.5769494,353.0747,172.7469,2.040541,P02,longdress
76,0.690728,1.59018,0.5807955,353.1865,172.0569,2.223367,P02,longdress
77,0.6754409,1.589606,0.5850522,352.9051,171.1673,2.475754,P02,longdress
78,0.6604179,1.589661,0.5893633,353.0964,170.1139,2.902753,P02,longdress
79,0.6438707,1.58946,0.5940779,353.2434,169.5235,3.230294,P02,longdress
80,0.6276129,1.590164,0.5984151,353.7299,169.1568,3.309897,P02,longdress
81,0.6116288,1.591403,0.6026976,353.7968,168.8241,3.295908,P02,longdress
82,0.5963805,1.592099,0.6073154,353.5645,168.7806,3.223677,P02,longdress
83,0.5872722,1.592509,0.6104636,353.5265,168.819,3.247534,P02,longdress
84,0.5668892,1.593119,0.6179363,353.6325,168.8937,3.437019,P02,longdress
85,0.552673,1.593619,0.6233226,353.7953,168.7936,3.511839,P02,longdress
86,0.5391062,1.594394,0.6286482,353.7969,168.5897,3.621721,P02,longdress
87,0.5268216,1.595113,0.6338122,353.6323,168.363,3.731895,P02,longdress
88,0.5188996,1.595593,0.6371753,353.4503,168.2474,3.795668,P02,longdress
89,0.5027198,1.595406,0.6439381,353.5334,167.899,3.902707,P02,longdress
90,0.4920664,1.594985,0.6481208,354.1898,167.5802,4.039055,P02,longdress
91,0.4828443,1.593903,0.6513416,354.8729,167.2146,4.158548,P02,longdress
92,0.4747608,1.592928,0.6536149,355.9685,167.0505,4.212649,P02,longdress
93,0.4670738,1.592278,0.6554235,357.1357,166.7852,4.120804,P02,longdress
94,0.4583232,1.591135,0.6570854,357.8471,166.4198,3.857847,P02,longdress
95,0.4511546,1.588957,0.6583365,358.6178,166.12,3.514333,P02,longdress
96,0.4438571,1.586574,0.6594344,0.2172546,165.6929,3.30283,P02,longdress
97,0.4400807,1.584698,0.6594818,1.420586,165.2787,3.194612,P02,longdress
98,0.4294769,1.580781,0.6587855,3.92646,164.4793,2.848406,P02,longdress
99,0.4204427,1.578532,0.6573931,5.74869,164.1292,2.778699,P02,longdress
100,0.4114819,1.575959,0.6553752,7.396444,163.7691,2.566058,P02,longdress
101,0.3982951,1.572836,0.6543745,8.867899,163.5163,2.419031,P02,longdress
102,0.3894436,1.570439,0.653824,10.09879,163.2631,2.349877,P02,longdress
103,0.3752892,1.566193,0.6515599,13.11296,162.7179,2.255771,P02,longdress
104,0.3640867,1.563096,0.6494156,14.97231,162.2574,2.163423,P02,longdress
105,0.3451182,1.559889,0.6487352,16.70865,161.8283,1.982557,P02,longdress
106,0.3348184,1.556877,0.6458497,17.57799,161.4608,1.720578,P02,longdress
107,0.3239824,1.554146,0.642912,18.11124,161.1863,1.343867,P02,longdress
108,0.3147824,1.552472,0.6403947,18.45635,160.718,1.049415,P02,longdress
109,0.3002476,1.549807,0.6360638,18.8224,160.7141,1.010724,P02,longdress
110,0.2881551,1.547927,0.6323718,18.78758,160.734,0.9015138,P02,longdress
111,0.2799197,1.546452,0.6297109,18.63352,160.3897,0.6555837,P02,longdress
112,0.2632067,1.543629,0.623077,19.00262,159.6894,0.4608102,P02,longdress
113,0.2548565,1.542022,0.6192858,19.15283,159.5795,0.5704985,P02,longdress
114,0.2421254,1.538841,0.6129917,18.82051,159.517,0.6229033,P02,longdress
115,0.2291042,1.535792,0.6058041,18.7846,159.4591,0.8441473,P02,longdress
116,0.2160009,1.532266,0.5980871,18.44106,159.5668,1.313483,P02,longdress
117,0.202411,1.528785,0.5899909,18.21841,159.4581,1.762611,P02,longdress
118,0.1886116,1.526467,0.5813558,18.24697,159.5117,2.179206,P02,longdress
119,0.1745362,1.526943,0.5717729,18.68721,159.5058,2.560364,P02,longdress
120,0.1604094,1.528882,0.5618301,19.187,159.2837,2.706986,P02,longdress
121,0.1467114,1.531845,0.5528581,18.46516,158.6357,2.834414,P02,longdress
122,0.1333358,1.536324,0.5446706,17.85336,158.5501,2.74622,P02,longdress
123,0.1190545,1.539546,0.5367427,16.51184,158.2773,2.788859,P02,longdress
124,0.1045241,1.541947,0.5286261,15.08827,157.9373,3.305705,P02,longdress
125,0.09032967,1.544169,0.5207484,14.27615,157.277,3.470444,P02,longdress
126,0.07585393,1.546743,0.5141513,14.00612,156.8473,3.375876,P02,longdress
127,0.1330141,1.551827,0.500046,14.09931,156.499,3.416136,P02,longdress
128,0.07751557,1.55581,0.5103175,13.98339,155.6195,3.276032,P02,longdress
129,0.04812104,1.559273,0.5107666,13.36903,154.1424,3.050618,P02,longdress
130,0.03881252,1.560896,0.5069857,12.62357,153.3135,2.958947,P02,longdress
131,0.02028562,1.563399,0.4974139,11.54419,152.0517,2.650441,P02,longdress
132,-0.008406738,1.564931,0.4940502,11.31077,150.9689,2.596629,P02,longdress
133,-0.02717322,1.564972,0.4874287,11.16422,149.9563,2.772284,P02,longdress
134,-0.04655234,1.564128,0.4798376,10.5856,148.6549,2.852708,P02,longdress
135,-0.06584367,1.562584,0.4712062,9.356167,147.5119,2.902623,P02,longdress
136,-0.08567247,1.560782,0.4621738,8.680287,145.9011,2.86464,P02,longdress
137,-0.1063976,1.559611,0.4533494,8.659251,143.8802,2.989817,P02,longdress
138,-0.1265305,1.560255,0.4442533,9.270964,142.1508,3.391445,P02,longdress
139,-0.1459729,1.563176,0.4348083,9.994095,140.3266,3.682268,P02,longdress
140,-0.1650109,1.566654,0.4258471,9.550583,138.9287,3.63344,P02,longdress
141,-0.1831452,1.569304,0.4173933,7.94679,138.2608,3.642651,P02,longdress
142,-0.198108,1.571377,0.4086292,6.941981,137.6117,3.923197,P02,longdress
143,-0.09996789,1.572217,0.3518543,7.478015,136.1705,4.379394,P02,longdress
144,-0.1052531,1.572883,0.347831,7.604835,135.4922,4.443771,P02,longdress
145,-0.1108392,1.574745,0.3309877,7.580828,133.3293,4.208992,P02,longdress
146,-0.1209255,1.57634,0.3203166,7.736988,132.2272,3.923954,P02,longdress
147,-0.1311637,1.577702,0.3106619,7.795852,131.3588,3.514415,P02,longdress
148,-0.1405143,1.578419,0.3007888,7.819023,130.5952,3.183184,P02,longdress
149,-0.144281,1.578996,0.2935145,7.784951,130.1322,3.111877,P02,longdress
150,-0.1533131,1.579446,0.279662,7.615586,129.5034,3.212765,P02,longdress
151,-0.157119,1.57991,0.2688625,7.357173,128.9831,3.136244,P02,longdress
152,-0.1603993,1.579817,0.2586066,7.399335,128.6474,3.159545,P02,longdress
153,-0.1631875,1.579173,0.2484694,7.63542,128.2173,3.22716,P02,longdress
154,-0.1661353,1.577646,0.2386138,7.874946,127.8997,3.254512,P02,longdress
155,-0.1695767,1.573319,0.2278857,7.96297,127.9375,3.164255,P02,longdress
156,-0.1662396,1.570766,0.2199824,8.061415,128.0178,3.311961,P02,longdress
157,-0.1675398,1.569166,0.2113627,9.043278,128.2112,3.638313,P02,longdress
158,-0.168773,1.568259,0.2060524,9.617276,128.3161,3.899747,P02,longdress
159,-0.1698032,1.566689,0.1941313,9.948233,128.5517,4.181256,P02,longdress
160,-0.1706866,1.566552,0.184441,10.46012,129.066,4.126923,P02,longdress
161,-0.1719494,1.566299,0.1748144,10.65045,129.4567,3.886166,P02,longdress
162,-0.1734115,1.564859,0.1656954,10.81806,129.5395,3.354673,P02,longdress
163,-0.1750595,1.5635,0.159802,11.05181,129.5791,2.964943,P02,longdress
164,-0.1778634,1.5609,0.1507515,11.64223,129.4773,2.50119,P02,longdress
165,-0.181087,1.558465,0.1408274,12.99082,129.4884,2.386303,P02,longdress
166,-0.1855196,1.556867,0.1306666,14.60954,129.1662,2.400224,P02,longdress
167,-0.1908345,1.55526,0.1206434,15.77304,128.7103,2.250552,P02,longdress
168,-0.1966081,1.55411,0.1107702,16.56623,128.3999,2.214642,P02,longdress
169,-0.2032751,1.552986,0.1006906,17.3821,127.8908,2.016092,P02,longdress
170,-0.2100545,1.551843,0.08979168,18.52473,127.3562,2.012612,P02,longdress
171,-0.2171427,1.549747,0.07885508,19.54944,126.6353,2.165354,P02,longdress
172,-0.2258361,1.547043,0.06735623,20.58019,125.6231,2.292191,P02,longdress
173,-0.2340384,1.544988,0.05546764,22.05491,124.5716,2.871722,P02,longdress
174,-0.2430284,1.542715,0.04371463,22.7574,123.3371,3.333483,P02,longdress
175,-0.2526317,1.540794,0.03192899,23.44663,122.0358,3.687974,P02,longdress
176,-0.2625764,1.54037,0.02021572,24.68207,120.6066,3.936756,P02,longdress
177,-0.2693688,1.540212,0.01245199,25.41348,119.8297,4.035077,P02,longdress
178,-0.28345,1.539133,-0.002265789,25.95197,118.5744,4.329454,P02,longdress
179,-0.2936039,1.537756,-0.01294263,26.25553,117.7093,4.379827,P02,longdress
180,-0.290907,1.538557,-0.02862788,27.06599,116.9971,4.54994,P02,longdress
181,-0.2941891,1.538216,-0.04041364,28.26466,116.2814,4.997799,P02,longdress
182,-0.3005173,1.537452,-0.04993408,29.3133,115.5203,5.549013,P02,longdress
183,-0.3080368,1.537465,-0.05751921,30.43535,114.7165,5.979713,P02,longdress
184,-0.3149343,1.537746,-0.0641546,31.42325,114.2303,6.209621,P02,longdress
185,-0.3224203,1.537439,-0.0696101,31.41171,113.2944,6.097931,P02,longdress
186,-0.3299652,1.537126,-0.07453856,31.51666,112.5253,5.839644,P02,longdress
187,-0.3376235,1.536688,-0.07866105,31.4196,112.1856,5.808386,P02,longdress
188,-0.34529,1.535979,-0.08205341,31.03142,111.7638,5.679325,P02,longdress
189,-0.3525446,1.535705,-0.08516757,30.80806,111.4679,5.566189,P02,longdress
190,-0.3593537,1.535647,-0.087882,30.57863,111.3938,5.647537,P02,longdress
191,-0.3635284,1.535321,-0.08959064,30.29637,111.3549,5.704058,P02,longdress
192,-0.3710132,1.535351,-0.09232173,29.7654,111.2961,5.824769,P02,longdress
193,-0.3760423,1.53524,-0.09405148,29.28772,111.3561,6.011327,P02,longdress
194,-0.3813129,1.535644,-0.09563674,28.90783,111.3209,6.162009,P02,longdress
195,-0.3864451,1.53618,-0.09676566,28.38245,111.2814,6.382295,P02,longdress
196,-0.3923267,1.536334,-0.09793521,27.72401,111.2385,6.581535,P02,longdress
197,-0.4039462,1.536559,-0.09951122,27.26777,111.15,6.62919,P02,longdress
198,-0.4105091,1.536396,-0.1001606,26.95035,111.1184,6.667063,P02,longdress
199,-0.416824,1.536282,-0.1007151,26.73948,111.0165,6.715614,P02,longdress
200,-0.4225339,1.53602,-0.1016068,26.45066,110.8438,6.726409,P02,longdress
201,-0.4282761,1.53565,-0.1021594,26.1103,110.7364,6.721028,P02,longdress
202,-0.4339225,1.535238,-0.102629,25.64462,110.6353,6.665817,P02,longdress
203,-0.4395524,1.534652,-0.1024283,25.40155,110.7531,6.888954,P02,longdress
204,-0.4454144,1.534127,-0.1022422,25.48597,110.8488,7.130442,P02,longdress
205,-0.4496641,1.533951,-0.1018274,25.57597,110.8706,7.268336,P02,longdress
206,-0.4582787,1.534347,-0.1012917,25.86359,110.8078,7.490299,P02,longdress
207,-0.4654781,1.5351,-0.1010429,25.98396,110.7078,7.649679,P02,longdress
208,-0.4728246,1.536092,-0.1007729,25.99972,110.5617,7.702885,P02,longdress
209,-0.4799228,1.53697,-0.1010632,25.89616,110.6999,7.831583,P02,longdress
210,-0.484405,1.537917,-0.1015883,26.05318,110.9103,8.010649,P02,longdress
211,-0.4927208,1.54104,-0.1037042,26.74017,111.2728,8.425769,P02,longdress
212,-0.4995708,1.543539,-0.1057088,26.72099,111.3167,8.674381,P02,longdress
213,-0.5062209,1.545955,-0.1086814,25.95174,110.8783,8.706983,P02,longdress
214,-0.5126109,1.548859,-0.1123155,25.26734,110.4259,8.732882,P02,longdress
215,-0.5189762,1.552153,-0.1165403,24.83855,109.967,8.610034,P02,longdress
216,-0.525196,1.555211,-0.1213596,23.9112,109.1966,8.150076,P02,longdress
217,-0.5305052,1.558123,-0.1271377,22.81351,108.2276,7.56564,P02,longdress
218,-0.5353014,1.560964,-0.1339044,22.0638,107.2313,7.187535,P02,longdress
219,-0.5380489,1.562313,-0.1390334,21.51429,106.5537,6.828481,P02,longdress
220,-0.5437083,1.564699,-0.1505073,19.76057,105.1289,5.86084,P02,longdress
221,-0.5494389,1.567104,-0.1598846,18.35342,103.9175,5.219903,P02,longdress
222,-0.5532839,1.569417,-0.1705431,17.39088,102.5294,4.74696,P02,longdress
223,-0.5572493,1.571244,-0.1817906,16.11283,101.3753,4.25175,P02,longdress
224,-0.5597781,1.572346,-0.1898559,15.1735,100.7089,3.971454,P02,longdress
225,-0.564413,1.574124,-0.207471,13.42776,99.37079,3.574503,P02,longdress
226,-0.5674927,1.575819,-0.2212495,12.62155,98.40221,3.438447,P02,longdress
227,-0.5700819,1.578282,-0.2355722,11.88418,97.29485,3.342604,P02,longdress
228,-0.5719758,1.581336,-0.249997,10.97679,96.19883,3.275253,P02,longdress
229,-0.5732133,1.584738,-0.2642639,9.774209,95.25213,3.225848,P02,longdress
230,-0.5741721,1.587949,-0.2782611,7.96135,94.39227,3.15758,P02,longdress
231,-0.5755641,1.590543,-0.2914283,6.285299,93.52212,3.129599,P02,longdress
232,-0.5774856,1.59285,-0.3033448,4.822119,92.88241,3.192003,P02,longdress
233,-0.5786314,1.593959,-0.310917,3.767008,92.53646,3.269582,P02,longdress
234,-0.5813973,1.596517,-0.3258109,2.548987,91.17285,3.545244,P02,longdress
235,-0.5834465,1.598712,-0.3365808,1.614712,89.85036,3.897583,P02,longdress
236,-0.5848221,1.600934,-0.3467864,0.6306952,88.76287,4.156075,P02,longdress
237,-0.5857173,1.602919,-0.3560853,359.5148,88.16144,4.282197,P02,longdress
238,-0.5861804,1.604011,-0.3617378,358.7365,87.73248,4.33151,P02,longdress
239,-0.5872785,1.606404,-0.3727242,357.374,86.61427,4.239056,P02,longdress
240,-0.5879687,1.607533,-0.3779711,356.7358,86.07441,4.146498,P02,longdress
241,-0.5887309,1.608963,-0.3853258,355.935,85.54404,3.920829,P02,longdress
242,-0.5888073,1.610818,-0.39175,355.4105,85.41413,3.540485,P02,longdress
243,-0.588523,1.612601,-0.3974072,355.0945,85.41821,3.227273,P02,longdress
244,-0.567055,1.610768,-0.4146756,354.8697,85.24712,2.731033,P02,longdress
245,-0.5588629,1.612638,-0.4161699,354.3074,85.09462,2.588083,P02,longdress
246,-0.5576694,1.614329,-0.41912,353.5229,84.92668,2.343606,P02,longdress
247,-0.5567995,1.61569,-0.4210396,352.8521,84.92807,1.993632,P02,longdress
248,-0.5555617,1.616084,-0.4228661,352.209,85.06169,1.729783,P02,longdress
249,-0.5540516,1.616125,-0.4241347,351.5661,85.30266,1.555285,P02,longdress
250,-0.5516484,1.615999,-0.4244968,351.2421,85.63078,1.399689,P02,longdress
251,-0.5485861,1.616613,-0.424935,351.527,86.1245,1.298837,P02,longdress
252,-0.5466608,1.61681,-0.4246306,351.6167,86.43861,1.29161,P02,longdress
253,-0.5424036,1.617025,-0.4228884,351.4654,86.91452,1.241379,P02,longdress
254,-0.5394636,1.617321,-0.4215334,351.1049,87.26991,1.208513,P02,longdress
255,-0.5368589,1.617754,-0.4204584,350.8956,87.7771,1.451136,P02,longdress
256,-0.5345159,1.618261,-0.4190241,350.7852,88.43604,1.749441,P02,longdress
257,-0.5301971,1.619304,-0.4213308,350.6387,88.51482,1.86614,P02,longdress
258,-0.5276005,1.62072,-0.4213412,350.6131,88.5067,1.814592,P02,longdress
259,-0.525075,1.621456,-0.4197543,350.5325,88.55628,1.70799,P02,longdress
260,-0.5220881,1.621219,-0.4185127,350.496,88.49284,1.587998,P02,longdress
261,-0.5186647,1.620626,-0.4179304,350.7943,88.51015,1.547892,P02,longdress
262,-0.5150886,1.619978,-0.417749,351.5034,88.51758,1.731658,P02,longdress
263,-0.5122209,1.619463,-0.4185552,351.9958,88.38659,1.790388,P02,longdress
264,-0.5103235,1.618901,-0.4200105,352.129,88.21874,1.797798,P02,longdress
265,-0.508973,1.618787,-0.4220805,352.6237,88.22863,1.774653,P02,longdress
266,-0.5081367,1.619115,-0.4240559,352.7142,88.28841,1.713932,P02,longdress
267,-0.5056459,1.619869,-0.4296004,351.9542,88.20462,1.781581,P02,longdress
268,-0.502462,1.620402,-0.4343528,351.2632,88.26633,1.680329,P02,longdress
269,-0.4990343,1.621459,-0.4395115,351.6411,88.16344,1.610625,P02,longdress
270,-0.4957584,1.622172,-0.4462113,352.8301,87.82533,1.793721,P02,longdress
271,-0.492892,1.622309,-0.4534319,353.9815,87.30795,2.125264,P02,longdress
272,-0.4911938,1.621716,-0.4600477,355.065,87.06797,2.059276,P02,longdress
273,-0.4905941,1.619925,-0.4674348,355.6798,87.3315,1.976194,P02,longdress
274,-0.4909825,1.618238,-0.4759962,356.2743,87.41838,2.097765,P02,longdress
275,-0.4918559,1.617216,-0.4856117,356.4471,87.05016,2.206774,P02,longdress
276,-0.4931005,1.615628,-0.4958596,356.0723,86.77556,2.358869,P02,longdress
277,-0.4943441,1.614709,-0.5073233,355.7423,86.38266,2.63899,P02,longdress
278,-0.4939271,1.614245,-0.519042,355.4798,85.90421,2.901446,P02,longdress
279,-0.4936132,1.614196,-0.5309316,355.7915,85.66766,3.06666,P02,longdress
280,-0.4935922,1.613992,-0.5391138,355.9229,85.57911,3.049107,P02,longdress
281,-0.4920387,1.612797,-0.5555658,356.249,85.20174,2.865044,P02,longdress
282,-0.4790513,1.612809,-0.5659391,356.9428,84.73314,2.833696,P02,longdress
283,-0.4785322,1.611805,-0.5790964,357.2943,84.35353,2.779861,P02,longdress
284,-0.4783901,1.610001,-0.591882,357.632,84.07042,2.772246,P02,longdress
285,-0.4784312,1.608624,-0.6005957,357.9164,83.76601,2.840975,P02,longdress
286,-0.4784365,1.605615,-0.6176313,359.0427,83.05281,3.039996,P02,longdress
287,-0.4780048,1.603566,-0.629881,0.2933096,82.56608,3.163393,P02,longdress
288,-0.4772567,1.601872,-0.6418148,1.6623,82.08582,3.288038,P02,longdress
289,-0.47644,1.600816,-0.6529479,2.795352,81.62988,3.181655,P02,longdress
290,-0.4752221,1.60013,-0.6637392,3.842231,81.19142,3.087135,P02,longdress
291,-0.4739004,1.599974,-0.6741359,4.597354,80.82786,3.089492,P02,longdress
292,-0.4724697,1.59963,-0.6841262,4.759216,80.66567,2.976049,P02,longdress
293,-0.470596,1.599451,-0.692876,4.939968,80.6244,2.729328,P02,longdress
294,-0.4694906,1.599603,-0.6984516,5.055917,80.50156,2.577446,P02,longdress
295,-0.468076,1.600008,-0.7062964,5.559113,80.23872,2.486335,P02,longdress
296,-0.4676664,1.600474,-0.7135408,6.374938,80.07915,2.375786,P02,longdress
297,-0.4684884,1.600204,-0.7192522,6.732796,80.23341,2.068913,P02,longdress
298,-0.4706387,1.599224,-0.723717,6.529519,80.37238,1.748731,P02,longdress
299,-0.4733634,1.598172,-0.7275858,6.182136,80.34018,1.504426,P02,longdress
300,-0.4759893,1.597653,-0.7309072,6.165995,80.26905,1.357163,P02,longdress
1,-0.3348403,1.517549,0.5486547,24.91689,130.9549,0.7608612,P03,longdress
2,-0.3470299,1.507983,0.5576301,29.06427,134.7339,1.099453,P03,longdress
3,-0.3470299,1.507983,0.5576301,29.06427,134.7339,1.099453,P03,longdress
4,-0.3470299,1.507983,0.5576301,29.06427,134.7339,1.099453,P03,longdress
5,-0.3497743,1.508414,0.5595205,29.74288,135.2292,1.67957,P03,longdress
